income,expenses,savings,loans,financial_personality,next_month_savings
636146,384768.0,112266.0,139112.0,Balanced,119546.0
2159818,1131076.0,911746.0,116996.0,Saver,1093782.0
2281785,994766.0,1239342.0,47677.0,Balanced,1203497.0
338998,180879.0,114698.0,43421.0,Saver,127123.0
2998089,1532526.0,1429972.0,35591.0,Balanced,1493780.0
2775928,2231332.0,0.0,803630.0,Spender,0.0
1893400,1517470.0,19615.0,356315.0,Spender,18754.0
1129111,720461.0,356927.0,51723.0,Balanced,341592.0
1046107,637241.0,354744.0,54122.0,Balanced,374524.0
2985840,930568.0,1544847.0,510425.0,Saver,1793040.0
401279,223049.0,135305.0,42925.0,Balanced,129780.0
1920230,671801.0,802398.0,446031.0,Saver,907354.0
539570,372837.0,78383.0,88350.0,Balanced,77344.0
2100731,1001524.0,826112.0,273095.0,Balanced,884141.0
1371685,995887.0,0.0,396272.0,Spender,0.0
2171690,996829.0,920298.0,254563.0,Balanced,894460.0
2348816,1504127.0,562401.0,282288.0,Spender,461670.0
541234,259943.0,173189.0,108102.0,Saver,183543.0
1998260,1094954.0,418041.0,485265.0,Balanced,434767.0
189182,96936.0,56705.0,35541.0,Balanced,61257.0
1571101,982921.0,258904.0,329276.0,Spender,233582.0
1256914,1031660.0,84631.0,140623.0,Spender,71269.0
234064,140850.0,59544.0,33670.0,Spender,51729.0
264020,141858.0,106556.0,15606.0,Balanced,106988.0
2770246,1356788.0,848123.0,565335.0,Saver,947986.0
2022990,1475191.0,413400.0,134399.0,Spender,365490.0
947421,604325.0,342739.0,357.0,Spender,320197.0
2762422,2302410.0,0.0,773834.0,Spender,0.0
1744490,1216229.0,368109.0,160152.0,Spender,343296.0
1217752,414555.0,731362.0,71835.0,Saver,827913.0
2366121,1100435.0,1075346.0,190340.0,Saver,1136938.0
172409,52714.0,102603.0,17092.0,Saver,121887.0
2066716,1027611.0,744879.0,294226.0,Balanced,727519.0
2400770,1260867.0,1089954.0,49949.0,Saver,1218274.0
819598,552256.0,254391.0,12951.0,Balanced,277830.0
1148591,663332.0,384329.0,100930.0,Balanced,379371.0
2919990,1358623.0,1302277.0,259090.0,Balanced,1241493.0
924371,430757.0,460989.0,32625.0,Balanced,471826.0
1509933,726522.0,600049.0,183362.0,Saver,650207.0
2882868,1216652.0,1420571.0,245645.0,Saver,1615621.0
1204454,786724.0,408315.0,9415.0,Spender,393379.0
1023548,548846.0,202729.0,271973.0,Saver,228411.0
2920442,1343616.0,800556.0,776270.0,Balanced,837986.0
1263475,627306.0,556880.0,79289.0,Balanced,584681.0
2071900,866943.0,1103721.0,101236.0,Balanced,1184381.0
1049238,535543.0,341423.0,172272.0,Saver,393725.0
1978434,954759.0,649304.0,374371.0,Balanced,711914.0
429989,159036.0,147433.0,123520.0,Saver,164894.0
2562667,1770822.0,501739.0,290106.0,Spender,406435.0
93585,80693.0,0.0,17356.0,Spender,0.0
1469945,816416.0,266266.0,387263.0,Balanced,286497.0
2211196,1431452.0,481263.0,298481.0,Spender,397819.0
2589448,1637423.0,856983.0,95042.0,Balanced,908737.0
159556,73800.0,67689.0,18067.0,Balanced,69743.0
1625557,851374.0,707584.0,66599.0,Balanced,767799.0
2111083,993101.0,1107444.0,10538.0,Saver,1284279.0
2914747,1676950.0,580621.0,657176.0,Balanced,609117.0
250235,105276.0,127060.0,17899.0,Balanced,137610.0
2173091,1197463.0,974320.0,1308.0,Saver,1155771.0
2059021,913854.0,606260.0,538907.0,Saver,671577.0
1251482,746857.0,338007.0,166618.0,Saver,401950.0
592335,305190.0,244699.0,42446.0,Saver,258942.0
125766,112909.0,2942.0,9915.0,Spender,2802.0
2556075,1370165.0,1001460.0,184450.0,Balanced,1001940.0
2715702,1744117.0,813078.0,158507.0,Spender,729721.0
2534413,2073639.0,0.0,639604.0,Spender,0.0
2957360,1872979.0,933261.0,151120.0,Balanced,975776.0
2832592,1574498.0,780642.0,477452.0,Saver,873245.0
1751240,858869.0,851749.0,40622.0,Balanced,830106.0
1034346,779075.0,0.0,294640.0,Spender,0.0
1553165,1331453.0,0.0,281114.0,Spender,0.0
2285000,1963777.0,0.0,619111.0,Spender,0.0
2764227,1679835.0,754445.0,329947.0,Spender,688680.0
177948,89201.0,45470.0,43277.0,Saver,50515.0
1677880,974020.0,274161.0,429699.0,Balanced,284737.0
452690,147125.0,210100.0,95465.0,Saver,227965.0
549046,372825.0,160911.0,15310.0,Balanced,162007.0
2598421,1906232.0,679654.0,12535.0,Spender,675917.0
71959,36143.0,32177.0,3639.0,Saver,38306.0
1848792,1229150.0,554141.0,65501.0,Balanced,598282.0
2004109,679466.0,888667.0,435976.0,Saver,1036957.0
1888756,1240446.0,332695.0,315615.0,Balanced,323873.0
278576,171963.0,62658.0,43955.0,Balanced,63914.0
2312990,1507787.0,629739.0,175464.0,Balanced,667010.0
1434250,643190.0,724536.0,66524.0,Saver,789212.0
111087,67768.0,36436.0,6883.0,Spender,29390.0
1063343,639234.0,296419.0,127690.0,Balanced,300188.0
2132263,1092486.0,566323.0,473454.0,Balanced,574122.0
2265603,953195.0,1139418.0,172990.0,Saver,1207515.0
1546176,1132386.0,89736.0,324054.0,Spender,77543.0
1936013,1447892.0,202649.0,285472.0,Spender,199297.0
489792,244201.0,115486.0,130105.0,Saver,125596.0
89353,73094.0,10016.0,6243.0,Spender,9153.0
2340227,1949532.0,74163.0,316532.0,Spender,66567.0
115318,69362.0,42612.0,3344.0,Balanced,45992.0
815313,522651.0,210686.0,81976.0,Balanced,220806.0
1581266,690452.0,650360.0,240454.0,Balanced,633297.0
466880,397336.0,0.0,102631.0,Spender,0.0
2738612,1139766.0,1436109.0,162737.0,Saver,1628006.0
2888128,1613404.0,1085761.0,188963.0,Balanced,1039041.0
2928391,1552439.0,821100.0,554852.0,Balanced,828514.0
820746,445431.0,281145.0,94170.0,Balanced,283915.0
863168,419179.0,319150.0,124839.0,Balanced,312591.0
275281,179204.0,27025.0,69052.0,Spender,23247.0
1450804,625976.0,607606.0,217222.0,Balanced,607297.0
1530415,1125497.0,105340.0,299578.0,Spender,84520.0
319536,203729.0,52848.0,62959.0,Spender,50796.0
2464976,1167158.0,703553.0,594265.0,Balanced,769417.0
1356002,461156.0,635250.0,259596.0,Saver,694576.0
227789,75794.0,147566.0,4429.0,Saver,157423.0
1611729,1393724.0,52558.0,165447.0,Spender,52070.0
2889604,2318063.0,0.0,857620.0,Spender,0.0
887291,600809.0,234173.0,52309.0,Balanced,253767.0
2272809,1120958.0,751794.0,400057.0,Saver,830079.0
1333743,737807.0,258656.0,337280.0,Saver,290370.0
731669,341389.0,261530.0,128750.0,Saver,311099.0
1169043,512963.0,525520.0,130560.0,Saver,588022.0
2256903,1034888.0,1167695.0,54320.0,Saver,1343800.0
1479626,733995.0,585092.0,160539.0,Balanced,617693.0
2958926,2359423.0,437886.0,161617.0,Spender,423621.0
1791093,1198514.0,76281.0,516298.0,Balanced,83625.0
2608231,1655460.0,393281.0,559490.0,Balanced,393373.0
2515604,1354904.0,595155.0,565545.0,Balanced,587488.0
2068163,1212307.0,585359.0,270497.0,Saver,621450.0
156081,92966.0,57966.0,5149.0,Saver,68312.0
1711909,938007.0,636924.0,136978.0,Balanced,633040.0
2706138,2325633.0,169661.0,210844.0,Spender,137412.0
160078,64260.0,72441.0,23377.0,Balanced,78221.0
1965631,825558.0,868238.0,271835.0,Balanced,891235.0
2169823,882504.0,1005193.0,282126.0,Balanced,1081333.0
1516976,958651.0,332609.0,225716.0,Balanced,343642.0
1454104,907265.0,116269.0,430570.0,Spender,100311.0
2058187,1245440.0,628527.0,184220.0,Spender,519136.0
1709066,759211.0,634394.0,315461.0,Balanced,644274.0
2198815,1521335.0,519490.0,157990.0,Spender,418350.0
361955,159047.0,152241.0,50667.0,Saver,173611.0
2259699,948217.0,1175867.0,135615.0,Balanced,1192505.0
960681,720217.0,79591.0,160873.0,Spender,65926.0
1657618,786405.0,739427.0,131786.0,Balanced,761266.0
192483,92837.0,97522.0,2124.0,Balanced,104362.0
2805423,2374989.0,0.0,686154.0,Spender,0.0
2083350,1450172.0,553018.0,80160.0,Balanced,569113.0
2361987,1273487.0,827709.0,260791.0,Balanced,802408.0
451896,224380.0,162826.0,64690.0,Balanced,174485.0
2232048,1293326.0,649127.0,289595.0,Saver,749332.0
527095,395392.0,16955.0,114748.0,Spender,16799.0
121295,75094.0,24485.0,21716.0,Balanced,25226.0
793974,336742.0,386877.0,70355.0,Saver,426944.0
937121,338080.0,584505.0,14536.0,Saver,698148.0
1106731,660127.0,191748.0,254856.0,Balanced,197647.0
875816,700174.0,83017.0,92625.0,Spender,66678.0
424705,313456.0,0.0,113361.0,Spender,0.0
1906926,726510.0,954413.0,226003.0,Saver,1002474.0
1708845,1451739.0,0.0,367910.0,Spender,0.0
2076793,1002251.0,489158.0,585384.0,Balanced,506226.0
604594,300911.0,185578.0,118105.0,Saver,197913.0
197718,82092.0,91100.0,24526.0,Saver,106765.0
695263,376655.0,200260.0,118348.0,Balanced,206361.0
2254664,1044858.0,842220.0,367586.0,Balanced,814519.0
197443,117448.0,45354.0,34641.0,Balanced,44175.0
1569163,577056.0,922992.0,69115.0,Saver,1082961.0
423616,315896.0,18950.0,88770.0,Spender,16507.0
2804561,1398180.0,1284346.0,122035.0,Balanced,1378314.0
736976,434139.0,299605.0,3232.0,Saver,317709.0
1464447,1017302.0,172658.0,274487.0,Balanced,170341.0
2522189,2083448.0,350278.0,88463.0,Spender,333786.0
2954516,1758455.0,513203.0,682858.0,Saver,588262.0
167796,72834.0,51370.0,43592.0,Balanced,51166.0
1291082,900785.0,24377.0,365920.0,Balanced,26581.0
1040198,448395.0,384447.0,207356.0,Balanced,377396.0
748376,317787.0,322370.0,108219.0,Saver,379580.0
2416696,898248.0,1263041.0,255407.0,Saver,1458006.0
2527154,2239447.0,0.0,372193.0,Spender,0.0
748002,591473.0,113814.0,42715.0,Spender,103687.0
1638015,784836.0,681963.0,171216.0,Saver,811186.0
2738130,1640774.0,507620.0,589736.0,Saver,580126.0
1629159,788070.0,734824.0,106265.0,Saver,829852.0
957317,568501.0,312977.0,75839.0,Balanced,314526.0
2535367,1048203.0,917217.0,569947.0,Balanced,979880.0
371184,244133.0,107248.0,19803.0,Balanced,116574.0
1897191,1121291.0,635951.0,139949.0,Saver,739609.0
1521091,1046653.0,466431.0,8007.0,Balanced,493851.0
718234,263112.0,299972.0,155150.0,Saver,323632.0
428480,286128.0,62924.0,79428.0,Spender,60835.0
2179863,1111325.0,614438.0,454100.0,Balanced,587467.0
841971,583539.0,204295.0,54137.0,Spender,194381.0
551157,381227.0,56274.0,113656.0,Spender,47393.0
234423,112890.0,79592.0,41941.0,Saver,89389.0
2663501,1442772.0,928178.0,292551.0,Saver,1071382.0
1802290,1227414.0,338149.0,236727.0,Balanced,359744.0
962495,404593.0,393916.0,163986.0,Balanced,426695.0
2971944,1436619.0,1095514.0,439811.0,Balanced,1087176.0
1835954,1242030.0,240414.0,353510.0,Spender,203117.0
183272,92961.0,80360.0,9951.0,Balanced,88351.0
817836,349462.0,335710.0,132664.0,Saver,362947.0
2849487,1187528.0,1277039.0,384920.0,Saver,1468368.0
2954941,2026038.0,520216.0,408687.0,Balanced,568550.0
1176081,507054.0,503418.0,165609.0,Saver,596290.0
2150021,1215789.0,365677.0,568555.0,Balanced,371707.0
831474,436183.0,191091.0,204200.0,Saver,218921.0
2601503,1606494.0,503661.0,491348.0,Balanced,518451.0
1410828,811070.0,296506.0,303252.0,Balanced,297099.0
2783736,1554020.0,1193971.0,35745.0,Saver,1279535.0
668467,325713.0,193554.0,149200.0,Saver,226557.0
1188848,787526.0,227929.0,173393.0,Balanced,219625.0
2185619,1509891.0,467385.0,208343.0,Spender,430894.0
927844,315102.0,573835.0,38907.0,Saver,653687.0
530047,342334.0,175754.0,11959.0,Balanced,175793.0
1757923,729108.0,1005143.0,23672.0,Saver,1075816.0
1157447,689058.0,412208.0,56181.0,Balanced,441040.0
989903,812902.0,168049.0,8952.0,Spender,149964.0
178391,71002.0,68180.0,39209.0,Saver,79006.0
2586582,1426627.0,967037.0,192918.0,Balanced,921077.0
1067026,926689.0,22300.0,118037.0,Spender,18172.0
1709280,963928.0,323476.0,421876.0,Saver,348182.0
1955279,1612728.0,275295.0,67256.0,Spender,226504.0
2403839,1271203.0,530046.0,602590.0,Saver,571790.0
157450,89637.0,37604.0,30209.0,Saver,43356.0
2319042,1207988.0,873100.0,237954.0,Saver,922910.0
2585893,1814975.0,679527.0,91391.0,Spender,548768.0
2429126,816757.0,1545695.0,66674.0,Saver,1630318.0
2033509,1070775.0,758053.0,204681.0,Balanced,799479.0
166381,70912.0,88464.0,7005.0,Balanced,91155.0
1571701,997608.0,447865.0,126228.0,Spender,391456.0
1670197,1144171.0,499492.0,26534.0,Balanced,525137.0
2281660,1375307.0,499071.0,407282.0,Balanced,515561.0
1828226,1564016.0,184531.0,79679.0,Spender,147896.0
1961221,1162749.0,353236.0,445236.0,Balanced,380005.0
1249386,531691.0,635920.0,81775.0,Saver,701119.0
2064484,841376.0,728885.0,494223.0,Balanced,736126.0
2987629,1752995.0,1064445.0,170189.0,Saver,1242573.0
2507184,1557663.0,406941.0,542580.0,Spender,340780.0
1468175,856018.0,465453.0,146704.0,Balanced,442884.0
779903,257883.0,385587.0,136433.0,Saver,457432.0
2192866,844789.0,1322643.0,25434.0,Saver,1489060.0
2777423,1821282.0,543490.0,412651.0,Spender,472785.0
1565536,1199381.0,296322.0,69833.0,Spender,285598.0
1810427,1205966.0,340327.0,264134.0,Balanced,324653.0
174123,102852.0,63887.0,7384.0,Balanced,62631.0
986093,492313.0,364477.0,129303.0,Saver,391191.0
1181565,676658.0,465695.0,39212.0,Saver,540520.0
2977109,1860180.0,920483.0,196446.0,Balanced,917549.0
228274,196267.0,0.0,40752.0,Spender,0.0
2835147,1488219.0,516235.0,830693.0,Balanced,493635.0
2559079,1432078.0,782151.0,344850.0,Saver,892604.0
2937004,2331272.0,262.0,605470.0,Spender,226.0
1981760,1269679.0,391378.0,320703.0,Spender,327734.0
181373,110930.0,43326.0,27117.0,Spender,41738.0
165294,111278.0,50807.0,3209.0,Spender,44835.0
2070320,1477183.0,503514.0,89623.0,Spender,460376.0
698307,594448.0,0.0,184994.0,Spender,0.0
2212878,1155949.0,784636.0,272293.0,Saver,917038.0
191564,112374.0,43885.0,35305.0,Saver,47968.0
1476388,1133500.0,108925.0,233963.0,Spender,102246.0
2117359,1745387.0,131303.0,240669.0,Spender,125013.0
2415398,1648714.0,485665.0,281019.0,Spender,399908.0
2265167,1820907.0,66794.0,377466.0,Spender,57388.0
2401231,1469182.0,830375.0,101674.0,Balanced,878965.0
2698081,1765960.0,618664.0,313457.0,Balanced,609277.0
739944,341056.0,299667.0,99221.0,Saver,352776.0
738105,365142.0,154825.0,218138.0,Saver,169811.0
2660910,960361.0,1419992.0,280557.0,Saver,1576687.0
2039173,1266383.0,378468.0,394322.0,Balanced,365207.0
1464466,1247027.0,157067.0,60372.0,Spender,130293.0
495101,236718.0,248657.0,9726.0,Saver,271363.0
2183783,949296.0,663509.0,570978.0,Balanced,635201.0
1102590,434263.0,426617.0,241710.0,Saver,460300.0
1116646,829282.0,181004.0,106360.0,Spender,159607.0
1920785,1542676.0,87353.0,290756.0,Spender,76521.0
1155534,573258.0,535219.0,47057.0,Balanced,524410.0
1633593,901886.0,385143.0,346564.0,Saver,409048.0
1853649,948210.0,866329.0,39110.0,Balanced,864356.0
1274665,526247.0,458929.0,289489.0,Balanced,487292.0
2344544,1261830.0,698089.0,384625.0,Saver,786408.0
208823,103005.0,88349.0,17469.0,Saver,105314.0
1491578,1253801.0,0.0,385979.0,Spender,0.0
548863,276993.0,109504.0,162366.0,Balanced,107434.0
417654,169271.0,216514.0,31869.0,Balanced,214792.0
2726188,1696032.0,370762.0,659394.0,Spender,297574.0
2677241,1160692.0,914036.0,602513.0,Balanced,997677.0
2382514,1290237.0,558220.0,534057.0,Saver,623423.0
1542785,602350.0,497392.0,443043.0,Saver,558197.0
847079,592421.0,130997.0,123661.0,Balanced,127549.0
714076,448094.0,121560.0,144422.0,Balanced,131395.0
2367115,1847170.0,0.0,585064.0,Spender,0.0
2627913,1826625.0,423234.0,378054.0,Balanced,429457.0
1347286,666762.0,485936.0,194588.0,Balanced,525635.0
2368136,1064914.0,1076837.0,226385.0,Balanced,1169250.0
1955324,1214612.0,282682.0,458030.0,Balanced,270646.0
2411664,1165859.0,749343.0,496462.0,Balanced,725288.0
2749015,1617276.0,759682.0,372057.0,Saver,800814.0
1336125,930505.0,237534.0,168086.0,Balanced,246384.0
1582875,914777.0,633628.0,34470.0,Saver,686024.0
498982,341019.0,156990.0,973.0,Balanced,169037.0
1222622,959387.0,69244.0,193991.0,Spender,61848.0
2553771,1551762.0,682155.0,319854.0,Balanced,733764.0
1046161,657276.0,139050.0,249835.0,Spender,126691.0
716326,378876.0,220835.0,116615.0,Saver,258250.0
699150,252127.0,250554.0,196469.0,Saver,277057.0
168834,110096.0,48803.0,9935.0,Balanced,53284.0
2852238,1963650.0,41345.0,847243.0,Balanced,43415.0
1749005,1160838.0,431848.0,156319.0,Spender,396911.0
1804236,763930.0,692581.0,347725.0,Balanced,694557.0
334821,182533.0,101879.0,50409.0,Balanced,111107.0
105609,67322.0,26895.0,11392.0,Balanced,26913.0
277897,147617.0,118666.0,11614.0,Saver,139478.0
1024165,623763.0,358974.0,41428.0,Balanced,362796.0
1129600,955877.0,0.0,241115.0,Spender,0.0
1075715,486757.0,467088.0,121870.0,Balanced,507623.0
1488533,886542.0,172714.0,429277.0,Balanced,176141.0
2331230,1356085.0,747397.0,227748.0,Balanced,769012.0
511243,228029.0,132368.0,150846.0,Balanced,132309.0
2108852,894845.0,1084045.0,129962.0,Saver,1147141.0
2035588,1741973.0,230829.0,62786.0,Spender,214786.0
301451,268756.0,4428.0,28267.0,Spender,3648.0
53051,26506.0,12451.0,14094.0,Saver,13735.0
1802683,1580200.0,0.0,282220.0,Spender,0.0
1054646,463638.0,548089.0,42919.0,Balanced,533099.0
1710099,1184275.0,421936.0,103888.0,Balanced,443036.0
1021525,316726.0,609411.0,95388.0,Saver,655842.0
239407,181513.0,15507.0,42387.0,Spender,14820.0
499395,193417.0,256181.0,49797.0,Saver,278569.0
999597,543953.0,231618.0,224026.0,Saver,253180.0
2610046,953353.0,1174127.0,482566.0,Saver,1293370.0
1310386,528687.0,438185.0,343514.0,Balanced,426316.0
2875127,1220155.0,1222873.0,432099.0,Saver,1363674.0
2220675,930979.0,1069065.0,220631.0,Balanced,1028493.0
1193052,461744.0,374727.0,356581.0,Saver,417471.0
2950603,1750074.0,885729.0,314800.0,Balanced,886603.0
272866,133271.0,104510.0,35085.0,Balanced,104587.0
1185248,561497.0,336046.0,287705.0,Balanced,352546.0
1696711,757834.0,893760.0,45117.0,Balanced,952170.0
1443470,635923.0,640181.0,167366.0,Balanced,642357.0
2175403,1213347.0,906120.0,55936.0,Balanced,896427.0
1473286,890531.0,521184.0,61571.0,Balanced,533772.0
233062,101573.0,131165.0,324.0,Saver,153221.0
2541518,856697.0,1677544.0,7277.0,Saver,1923616.0
2891992,1429589.0,1132466.0,329937.0,Saver,1195545.0
150235,85204.0,28562.0,36469.0,Balanced,29190.0
2525648,1804279.0,276599.0,444770.0,Spender,276099.0
1951625,973888.0,606003.0,371734.0,Balanced,607802.0
800201,364048.0,311502.0,124651.0,Balanced,316520.0
853328,549449.0,94013.0,209866.0,Spender,80614.0
1093233,767047.0,37448.0,288738.0,Spender,33686.0
2324399,958790.0,773068.0,592541.0,Balanced,753075.0
1761741,759290.0,573221.0,429230.0,Saver,623121.0
579525,336398.0,211361.0,31766.0,Balanced,223358.0
1118632,651599.0,267734.0,199299.0,Saver,286674.0
226615,133193.0,53844.0,39578.0,Balanced,58632.0
237628,115778.0,84214.0,37636.0,Saver,92315.0
2785988,1427330.0,956796.0,401862.0,Balanced,991483.0
2520784,1613290.0,840060.0,67434.0,Spender,726119.0
456716,198252.0,244466.0,13998.0,Saver,274219.0
2593590,1243893.0,647652.0,702045.0,Saver,767837.0
2812174,2298137.0,0.0,531658.0,Spender,0.0
591252,383028.0,161695.0,46529.0,Balanced,174380.0
1736293,827827.0,762982.0,145484.0,Balanced,788646.0
2399916,1613622.0,346969.0,439325.0,Spender,323727.0
2862150,2202682.0,310055.0,349413.0,Spender,251510.0
2887579,2222871.0,282400.0,382308.0,Spender,268924.0
2659305,1237599.0,1373320.0,48386.0,Balanced,1330976.0
2214367,1276013.0,846188.0,92166.0,Balanced,926342.0
1954050,1375189.0,348273.0,230588.0,Spender,334292.0
194356,115019.0,38541.0,40796.0,Balanced,39463.0
253861,123710.0,126493.0,3658.0,Balanced,137703.0
405612,234317.0,130585.0,40710.0,Balanced,127368.0
59435,37473.0,9569.0,12393.0,Balanced,10514.0
497556,345328.0,34001.0,118227.0,Balanced,35957.0
1798014,1210640.0,484768.0,102606.0,Balanced,467683.0
128781,58088.0,42433.0,28260.0,Saver,47970.0
2338627,1278071.0,390251.0,670305.0,Balanced,412351.0
